GUID,GEOGDESC,Male,Female,Total
2AE196291FF413A3E055000000000001,Kilrush Urban,338,2878,378
2AE196291FB113A3E055000000000001,Abbey,765,41,830
2AE196291FF913A3E055000000000001,Carran,215,1,1734
2AE196291FC713A3E055000000000001,Derreen,969,2146,3924
2AE196291FDC13A3E055000000000001,Drumcreehy,861,695,1487
2AE19629201B13A3E055000000000001,Gleninagh,58,557,660
2AE19629203113A3E055000000000001,Lisdoonvarna,472,1668,687
2AE196291FAE13A3E055000000000001,Mountelva,636,89,4801
3576C59994FC4152E0530100007F0280,Noughaval / Castletown,509,2017,4153
2AE196291FE213A3E055000000000001,Oughtmama,834,3888,3793
2AE196291FF613A3E055000000000001,Rathborney,841,2337,4629
2AE196291FE413A3E055000000000001,Boston,953,294,1833
2AE196291FB213A3E055000000000001,Corrofin,528,3911,2850
3576C59994AA4152E0530100007F0280,Glenroe / Ballyeighter,788,3342,2831
2AE196291FCA13A3E055000000000001,Killinaboy,208,686,1572
2AE19629200B13A3E055000000000001,Kiltoraght,138,2779,2912
2AE196291FCD13A3E055000000000001,Muckanagh,388,793,176
2AE196291FF513A3E055000000000001,Rath,836,608,1737
2AE19629200213A3E055000000000001,Ruan,308,878,211
2AE19629200613A3E055000000000001,Clareabbey,911,2669,4964
2AE19629200E13A3E055000000000001,Clenagh,333,436,3353
2AE196291FBE13A3E055000000000001,Crusheen,192,2986,388
2AE196291FD313A3E055000000000001,Doora,900,1658,1679
2AE196291FE613A3E055000000000001,Drumline,278,1654,2621
2AE196291FF013A3E055000000000001,Dysert,953,24,746
2AE196291FFA13A3E055000000000001,Ennis Rural,51,655,2239
2AE19629201113A3E055000000000001,Furroor,548,3579,139
2AE19629202F13A3E055000000000001,Kilcloher,296,1560,1780
2AE196291FB413A3E055000000000001,Killanniv,959,1552,3120
2AE196291FD413A3E055000000000001,Killone,363,2170,4670
2AE196291FE913A3E055000000000001,Kilnamona,787,1836,3298
2AE196291FF213A3E055000000000001,Kilraghtis,695,1578,4513
2AE19629201213A3E055000000000001,Kinturk,492,3098,4451
2AE196291FD713A3E055000000000001,Newmarket,56,1574,552
2AE19629200D13A3E055000000000001,Sixmilebridge,822,554,1068
2AE19629201513A3E055000000000001,Spancelhill,636,2456,3459
2AE19629201713A3E055000000000001,Templemaley,835,478,2486
2AE19629202013A3E055000000000001,Tomfinlough,848,3684,298
2AE19629203313A3E055000000000001,Urlan,684,3730,2360
2AE196291FBA13A3E055000000000001,Annagh,508,2082,3583
2AE196291FBC13A3E055000000000001,Ballagh,627,200,2413
2AE196291FC513A3E055000000000001,Ballyea,633,3432,3758
2AE196291FDA13A3E055000000000001,Ballysteen,675,3270,3123
2AE196291FDB13A3E055000000000001,Ballyvaskin,485,2088,3745
2AE19629200F13A3E055000000000001,Cloghaun,141,9,2421
2AE19629202213A3E055000000000001,Cloonanaha,89,2324,24
2AE19629202A13A3E055000000000001,Clooney,955,2144,167
2AE196291FFC13A3E055000000000001,Ennistimon,503,2111,1380
2AE19629201013A3E055000000000001,Formoyle,270,2051,2728
2AE19629203A13A3E055000000000001,Kilfenora,777,3414,3590
2AE196291FB613A3E055000000000001,Killaspuglonane,933,1692,795
2AE196291FC013A3E055000000000001,Killilagh,35,3925,537
2AE196291FFE13A3E055000000000001,Kilshanny,846,1837,2483
2AE19629202613A3E055000000000001,Liscannor,542,754,2237
2AE196291FA313A3E055000000000001,Lurraga,917,1347,2751
2AE196291FA413A3E055000000000001,Magherareagh,695,840,66
2AE196291FAD13A3E055000000000001,Milltown Malbay,835,517,4967
2AE196291FC113A3E055000000000001,Moy,186,2453,1629
2AE19629201413A3E055000000000001,Smithstown,283,916,281
2AE196291FD113A3E055000000000001,Ballynacally,795,3999,2976
2AE19629201913A3E055000000000001,Clondagad,284,288,765
2AE196291F9E13A3E055000000000001,Coolmeen,247,3822,1686
2AE19629202E13A3E055000000000001,Kilchreest,608,2324,312
2AE196291FA013A3E055000000000001,Kilfiddane,140,176,4647
2AE196291FAA13A3E055000000000001,Killadysert,545,1384,4759
2AE196291FCB13A3E055000000000001,Killofin,546,342,1808
2AE196291FDF13A3E055000000000001,Kilmurry,629,3704,2454
2AE19629203013A3E055000000000001,Liscasey,910,21,4866
2AE19629203B13A3E055000000000001,Lisheen,537,1374,2969
2AE19629200013A3E055000000000001,Rinealon,763,1340,2650
2AE196291FEF13A3E055000000000001,Cahermurphy,584,2293,1157
2AE19629202113A3E055000000000001,Cloonadrum,501,2650,3831
2AE19629202913A3E055000000000001,Clooncoorha,246,2030,2484
2AE196291FA813A3E055000000000001,Cooraclare,494,2341,2183
2AE196291FBD13A3E055000000000001,Creegh,204,598,4854
2AE196291FD213A3E055000000000001,Doonbeg,845,3780,4683
2AE196291FDD13A3E055000000000001,Drumellihy,167,73,4439
2AE196291FF113A3E055000000000001,Einagh,716,1630,4200
2AE19629202313A3E055000000000001,Glenmore,459,1937,3162
2AE19629202D13A3E055000000000001,Kilballyowen,331,3076,2894
2AE19629203913A3E055000000000001,Kilfearagh,190,3030,1860
2AE196291FA113A3E055000000000001,Kilkee,848,3411,2526
2AE196291FB513A3E055000000000001,Killard,372,887,1515
2AE196291FC913A3E055000000000001,Killimer,221,3126,4999
2AE196291FDE13A3E055000000000001,Kilmihil,868,1694,2868
2AE196291FE813A3E055000000000001,Kilmurry,700,338,3809
2AE196291FF313A3E055000000000001,Kilrush Rural,495,220,4492
2AE19629201313A3E055000000000001,Knock,539,2130,2837
2AE19629201C13A3E055000000000001,Knocknaboley,132,196,1389
2AE19629201D13A3E055000000000001,Knocknagore,804,3493,1608
2AE196291FB913A3E055000000000001,Moveen,363,1047,4919
2AE196291FC213A3E055000000000001,Moyarta,417,2167,4026
2AE196291FCE13A3E055000000000001,Mullagh,230,3418,2912
2AE196291FEA13A3E055000000000001,Querrin,251,376,260
2AE196291FEC13A3E055000000000001,Rahona,81,1594,886
2AE19629201613A3E055000000000001,St. Martin's,427,694,3624
2AE19629202813A3E055000000000001,Tullig,136,206,1385
2AE19629203213A3E055000000000001,Tullycreen,938,304,2923
2AE196291FC413A3E055000000000001,Ballycannan,121,3521,1460
2AE196291FD013A3E055000000000001,Ballyglass,941,265,3936
2AE196291FF813A3E055000000000001,Cappavilla,820,886,2551
2AE19629200413A3E055000000000001,Castlecrine,544,966,4950
2AE19629201813A3E055000000000001,Cloghera,387,1865,4131
2AE19629203813A3E055000000000001,Cloontra,987,3737,4629
2AE196291FB313A3E055000000000001,Cratloe,912,2916,4948
2AE19629200713A3E055000000000001,Fahymore,939,3621,2157
2AE196291FBF13A3E055000000000001,Killeely,887,3427,4802
2AE196291FCC13A3E055000000000001,Killokennedy,680,3136,3421
2AE196291FFD13A3E055000000000001,Kilseily,267,2432,3492
2AE19629200A13A3E055000000000001,Kiltenanlea,179,2773,2842
2AE19629202513A3E055000000000001,Lackareagh,933,2967,2688
2AE196291FB713A3E055000000000001,Mountievers,186,2520,3807
2AE196291FE013A3E055000000000001,O'Briensbridge,76,3506,4508
2AE196291FBB13A3E055000000000001,Ayle,950,353,4651
2AE196291FE313A3E055000000000001,Boherglass,373,243,3825
2AE196291FED13A3E055000000000001,Caherhurley,624,873,1118
2AE196291FF713A3E055000000000001,Cappaghabaun,72,302,1013
2AE19629200313A3E055000000000001,Carrowbaun,400,3825,2245
2AE196291F9D13A3E055000000000001,Cloonusker,966,808,489
2AE196291F9F13A3E055000000000001,Coolreagh,708,1031,4051
3576C59996354152E0530100007F0280,Corlea / Cahermurphy,583,2349,1253
2AE196291FC813A3E055000000000001,Derrynagittagh,904,2711,106
2AE196291FE713A3E055000000000001,Drummaan,554,2662,3194
2AE19629200813A3E055000000000001,Feakle,618,2238,701
3576C59995BD4152E0530100007F0280,Inishcaltra North / Inishcaltra South,541,2500,330
2AE196291FAB13A3E055000000000001,Killaloe,362,2838,3238
2AE196291FB813A3E055000000000001,Mountshannon,111,875,3660
2AE196291FE113A3E055000000000001,Ogonnelloe,232,1054,343
2AE19629200C13A3E055000000000001,Scarriff,785,431,524
2AE196291FC313A3E055000000000001,Ballyblood,703,1345,4397
2AE196291FD913A3E055000000000001,Ballynahinch,964,3150,2957
2AE196291FE513A3E055000000000001,Caher,552,1228,1104
2AE19629203713A3E055000000000001,Clooney,915,3187,4282
2AE196291FC613A3E055000000000001,Dangan,26,1202,954
2AE19629201A13A3E055000000000001,Glendree,884,2565,3726
2AE196291FA213A3E055000000000001,Kilkishen,331,304,3502
2AE196291FAC13A3E055000000000001,Killanena,786,2285,707
2AE196291FD513A3E055000000000001,Killuran,943,538,2951
2AE19629200913A3E055000000000001,Kiltannon,631,356,4797
2AE19629201E13A3E055000000000001,Kyle,102,1431,3725
2AE19629203C13A3E055000000000001,Loughea,288,3969,1265
2AE196291FD613A3E055000000000001,Newgrove,385,1277,1742
2AE196291FEB13A3E055000000000001,Quin,15,833,2121
2AE196291FFF13A3E055000000000001,Rathclooney,73,3356,3503
2AE19629200113A3E055000000000001,Rossroe,646,2126,1931
2AE19629201F13A3E055000000000001,Toberbreeda,595,3168,2750
2AE19629202713A3E055000000000001,Tulla,299,3462,1965
2AE19629214B13A3E055000000000001,Ballinlough A,430,2260,2480
2AE19629214C13A3E055000000000001,Ballinlough B,889,1813,2909
2AE19629214D13A3E055000000000001,Ballinlough C,536,676,3760
2AE19629214E13A3E055000000000001,Ballyphehane A,375,805,397
2AE19629215713A3E055000000000001,Ballyphehane B,582,339,1668
2AE19629215813A3E055000000000001,Bishopstown A,670,1214,2089
2AE19629215913A3E055000000000001,Bishopstown B,463,855,1800
2AE19629215A13A3E055000000000001,Bishopstown C,89,1046,4586
2AE19629215C13A3E055000000000001,Bishopstown D,494,1918,1951
2AE19629215B13A3E055000000000001,Bishopstown E,115,131,4
2AE19629215D13A3E055000000000001,Blackpool A,102,2633,3232
2AE19629215E13A3E055000000000001,Blackpool B,606,3376,4318
2AE19629215F13A3E055000000000001,Browningstown,510,1634,3650
2AE19629216013A3E055000000000001,Centre A,883,3923,4483
2AE19629216113A3E055000000000001,Centre B,885,2125,2244
2AE19629216213A3E055000000000001,Churchfield,823,1661,408
2AE19629216313A3E055000000000001,City Hall A,928,1765,3758
2AE19629216413A3E055000000000001,City Hall B,92,2664,2509
2AE19629216513A3E055000000000001,Commons,325,2609,319
2AE19629216613A3E055000000000001,Evergreen,919,434,157
2AE19629216713A3E055000000000001,Fair Hill A,744,107,2539
2AE19629217213A3E055000000000001,Fair Hill B,601,1716,1251
2AE19629217313A3E055000000000001,Fair Hill C,56,2878,4887
2AE19629217413A3E055000000000001,Farranferris A,86,1899,4288
2AE19629217513A3E055000000000001,Farranferris B,993,384,2781
2AE19629217613A3E055000000000001,Farranferris C,492,722,1708
2AE19629217813A3E055000000000001,Gillabbey A,683,2547,4763
2AE19629217913A3E055000000000001,Gillabbey B,979,1517,1900
2AE19629217A13A3E055000000000001,Gillabbey C,128,2465,2615
2AE19629217B13A3E055000000000001,Glasheen A,807,2852,109
2AE19629217C13A3E055000000000001,Glasheen B,167,1023,80
2AE19629217D13A3E055000000000001,Glasheen C,874,3286,3981
2AE19629217E13A3E055000000000001,Greenmount,437,1070,3455
2AE19629217F13A3E055000000000001,Gurranebraher A,639,714,3287
2AE19629218013A3E055000000000001,Gurranebraher B,908,2871,1304
2AE19629218113A3E055000000000001,Gurranebraher C,451,940,2865
2AE19629217713A3E055000000000001,Gurranebraher D,331,1235,2929
2AE19629218213A3E055000000000001,Gurranebraher E,638,355,2344
2AE19629218313A3E055000000000001,Knocknaheeny,119,2184,2110
2AE19629218413A3E055000000000001,Knockrea A,688,3082,2785
2AE19629218C13A3E055000000000001,Knockrea B,968,817,1315
2AE19629218D13A3E055000000000001,Mahon A,469,3672,4789
2AE19629218E13A3E055000000000001,Mahon B,344,2159,4327
2AE19629218F13A3E055000000000001,Mahon C,306,3225,1346
2AE19629219013A3E055000000000001,Mardyke,944,3947,682
2AE19629219113A3E055000000000001,Mayfield,553,3054,1355
2AE19629219213A3E055000000000001,Montenotte A,467,3934,1664
2AE19629219313A3E055000000000001,Montenotte B,724,278,3899
2AE19629219413A3E055000000000001,Pouladuff A,289,377,3956
2AE19629219513A3E055000000000001,Pouladuff B,880,733,2903
2AE1962921A613A3E055000000000001,St. Patrick's A,531,1447,2150
2AE1962921A713A3E055000000000001,St. Patrick's B,628,1584,791
2AE1962921A813A3E055000000000001,St. Patrick's C,228,1162,248
2AE19629219613A3E055000000000001,Shanakiel,971,143,1951
2AE19629219713A3E055000000000001,Shandon A,830,2706,4140
2AE19629219813A3E055000000000001,Shandon B,787,1340,2507
2AE19629219913A3E055000000000001,South Gate A,473,1592,4903
2AE19629219A13A3E055000000000001,South Gate B,577,1544,4348
2AE1962921A913A3E055000000000001,Sundays Well A,346,1347,428
2AE1962921AA13A3E055000000000001,Sundays Well B,563,3575,2527
2AE1962921AB13A3E055000000000001,The Glen A,966,2651,1850
2AE1962921AC13A3E055000000000001,The Glen B,51,890,3531
2AE1962921AD13A3E055000000000001,The Lough,446,1811,1346
2AE1962921AE13A3E055000000000001,Tivoli A,85,2547,1662
2AE1962921AF13A3E055000000000001,Tivoli B,602,3988,3765
2AE1962921B013A3E055000000000001,Togher A,31,1513,3848
2AE1962921B113A3E055000000000001,Togher B,320,3557,2757
2AE1962921B213A3E055000000000001,Tramore A,849,2374,2810
2AE1962921B313A3E055000000000001,Tramore B,550,1892,1069
2AE1962921B413A3E055000000000001,Tramore C,278,2320,1129
2AE1962921B513A3E055000000000001,Turners Cross A,349,2832,4492
2AE1962921B613A3E055000000000001,Turners Cross B,355,868,3086
2AE1962921B713A3E055000000000001,Turners Cross C,385,2117,927
2AE1962921C013A3E055000000000001,Turners Cross D,278,2646,3677
2AE196291F1213A3E055000000000001,Clonakilty Urban,676,1434,3283
2AE196291F4013A3E055000000000001,Cobh Urban,381,726,4570
2AE196291F3513A3E055000000000001,Fermoy Urban,244,1289,216
2AE19629210B13A3E055000000000001,Kinsale Urban,351,2085,4442
2AE19629216E13A3E055000000000001,Macroom Urban,712,1346,4974
2AE19629214913A3E055000000000001,Mallow North Urban,864,2814,2403
2AE19629218913A3E055000000000001,Mallow South Urban,285,916,1268
2AE1962921C813A3E055000000000001,Midleton Urban,530,3248,1527
2AE1962921BE13A3E055000000000001,Skibbereen Urban,153,210,3145
2AE19629214813A3E055000000000001,Youghal Urban,617,3565,3135
2AE196291F1713A3E055000000000001,Ballinadee,303,2014,2312
2AE196291F4313A3E055000000000001,Ballygroman,744,2788,2409
2AE196291F5013A3E055000000000001,Ballymodan,155,853,1958
2AE196291F5813A3E055000000000001,Ballymurphy,758,1300,2673
2AE19629214A13A3E055000000000001,Bandon,824,3454,1870
2AE196291F8913A3E055000000000001,Baurleigh,272,3304,1991
2AE196291EFB13A3E055000000000001,Bengour,970,987,336
2AE196291F0F13A3E055000000000001,Boulteen,152,2546,2514
2AE196291F1A13A3E055000000000001,Brinny,47,1824,3187
2AE196291F6913A3E055000000000001,Cashel,326,1958,4828
2AE196291F0313A3E055000000000001,Inishannon,318,731,1642
2AE19629212813A3E055000000000001,Kilbonane,112,2250,1065
2AE19629213313A3E055000000000001,Kilbrittain,626,3652,4198
2AE19629213C13A3E055000000000001,Kilbrogan,793,1439,4391
2AE19629212113A3E055000000000001,Knockavilly,766,3553,1836
2AE19629212C13A3E055000000000001,Knockroe,665,2281,2317
2AE1962921F313A3E055000000000001,Moviddy,123,845,1964
2AE19629210C13A3E055000000000001,Murragh,131,3724,1920
2AE19629212F13A3E055000000000001,Rathclarin,969,189,215
2AE1962921D913A3E055000000000001,Teadies,35,3693,3020
2AE1962921ED13A3E055000000000001,Templemartin,999,1030,3538
2AE196291F9C13A3E055000000000001,Ahil,91,141,1070
3576C599953E4152E0530100007F0280,Bantry Rural / Whiddy,385,2468,1186
2AE196291F7413A3E055000000000001,Bantry Urban,332,2602,3978
2AE196291EF513A3E055000000000001,Douce,843,363,3439
2AE196291F2013A3E055000000000001,Durrus East,687,3099,2534
2AE196291F2913A3E055000000000001,Durrus West,504,460,4464
2AE196291F5513A3E055000000000001,Glanlough,353,3754,3844
2AE196291F6113A3E055000000000001,Glengarriff,789,2292,1653
2AE19629212613A3E055000000000001,Kealkill,443,1499,4209
2AE19629213D13A3E055000000000001,Kilcaskan,776,2065,2167
2AE1962921BB13A3E055000000000001,Mealagh,936,2848,4335
2AE19629218A13A3E055000000000001,Scart,462,3392,3526
2AE19629218B13A3E055000000000001,Seefin,291,11,3590
2AE1962921A313A3E055000000000001,Sheepshead,574,2078,1499
2AE19629203E13A3E055000000000001,Adrigole,689,3124,3268
2AE196291EFA13A3E055000000000001,Bear,711,1234,3253
2AE196291F5F13A3E055000000000001,Coulagh,735,2343,1996
2AE196291F7C13A3E055000000000001,Curryglass,742,1657,2180
2AE19629213E13A3E055000000000001,Kilcatherine,355,25,246
2AE19629219C13A3E055000000000001,Killaconenagh,180,230,1744
2AE1962921E013A3E055000000000001,Kilnamanagh,21,2149,2371
2AE19629203D13A3E055000000000001,Abbeymahon,29,2607,180
2AE196291FA713A3E055000000000001,Ardfield,108,895,2181
2AE196291F0C13A3E055000000000001,Argideen,221,2915,696
2AE196291F1B13A3E055000000000001,Butlerstown,9,2671,943
2AE196291F3013A3E055000000000001,Cahermore,365,1498,4363
2AE196291F8C13A3E055000000000001,Castleventry,142,3862,3994
2AE196291F1113A3E055000000000001,Clonakilty Rural,874,3052,563
2AE196291F4C13A3E055000000000001,Coolcraheen,347,1745,3922
2AE196291F6B13A3E055000000000001,Courtmacsherry,744,2979,4542
2AE196291F8613A3E055000000000001,Derry,304,3228,3968
2AE19629219B13A3E055000000000001,Kilkerranmore,135,3222,631
2AE1962921D213A3E055000000000001,Kilmaloda East,272,3284,930
2AE1962921D313A3E055000000000001,Kilmaloda West,884,185,3973
2AE1962921DE13A3E055000000000001,Kilmoylerane,204,3777,4001
2AE1962921DF13A3E055000000000001,Kilnagross,533,3519,765
2AE19629213413A3E055000000000001,Knocks,858,3625,734
2AE19629212E13A3E055000000000001,Rathbarry,181,300,4208
2AE19629215613A3E055000000000001,Rosscarbery,887,382,1181
2AE19629216F13A3E055000000000001,Rossmore,610,1551,3370
2AE19629211113A3E055000000000001,Templeomalus,974,2083,827
2AE19629211913A3E055000000000001,Timoleague,151,648,4348
2AE196291F1813A3E055000000000001,Ballincollig,679,2556,1262
2AE196291F3913A3E055000000000001,Ballygarvan,939,3623,1687
2AE196291F5913A3E055000000000001,Ballynaglogh,724,121,3036
2AE196291EFC13A3E055000000000001,Bishopstown (Part Rural),567,3017,4601
2AE196291F0513A3E055000000000001,Blackpool,779,1524,401
2AE196291F0613A3E055000000000001,Blarney,36,3332,4137
2AE196291F2F13A3E055000000000001,Caherlag,455,1041,3872
2AE196291F4913A3E055000000000001,Carrigaline,359,2641,4509
2AE196291F5A13A3E055000000000001,Carrignavar,591,2327,1248
2AE196291F5B13A3E055000000000001,Carrigrohane Beg,565,3155,3072
2AE196291F3F13A3E055000000000001,Cobh Rural,378,513,3610
2AE196291EF613A3E055000000000001,Douglas,969,3579,4953
2AE196291EFF13A3E055000000000001,Dripsey,567,3742,914
2AE196291F0A13A3E055000000000001,Dunderrow,988,1577,1138
2AE196291F4113A3E055000000000001,Firmount,51,3747,1351
2AE196291F6313A3E055000000000001,Glenville,723,342,2753
2AE196291F9013A3E055000000000001,Greenfort,694,2269,2992
2AE196291F0413A3E055000000000001,Inishkenny,699,3176,4615
2AE1962921B813A3E055000000000001,Killeagh,289,3162,4892
2AE19629211513A3E055000000000001,Knockantota,781,1204,4004
2AE19629212B13A3E055000000000001,Knockraha,243,2878,3738
2AE19629214413A3E055000000000001,Lehenagh,819,2619,786
2AE1962921BA13A3E055000000000001,Matehy,524,3180,3720
2AE1962921EB13A3E055000000000001,Monkstown Rural,127,8,4358
2AE19629212213A3E055000000000001,Monkstown Urban,467,718,4829
2AE19629211813A3E055000000000001,Ovens,715,430,4437
2AE19629213713A3E055000000000001,Rathcooney (Part Rural),648,1390,4952
2AE19629214513A3E055000000000001,Riverstown,568,2129,1507
2AE1962921CB13A3E055000000000001,St. Mary's (Part Rural),963,2248,3759
2AE19629213A13A3E055000000000001,Whitechurch,123,1032,3469
2AE196291F0D13A3E055000000000001,Aultagh,491,528,4626
2AE196291F1913A3E055000000000001,Ballingurteen,219,3110,3417
2AE196291F5713A3E055000000000001,Ballymoney,375,2022,2931
2AE196291F9213A3E055000000000001,Béal Átha an Ghaorthaidh,874,179,2797
2AE196291EF913A3E055000000000001,Bealock,604,799,2621
2AE196291F5213A3E055000000000001,Carrigboy,906,3700,1096
2AE196291F8B13A3E055000000000001,Castletown,705,1237,4492
2AE196291F5C13A3E055000000000001,Coolmountain,966,2374,3727
2AE196291EFE13A3E055000000000001,Drinagh,618,1291,4102
2AE196291F1613A3E055000000000001,Dunmanway North,375,2910,2130
2AE196291F1F13A3E055000000000001,Dunmanway South,779,1398,2173
2AE196291F4D13A3E055000000000001,Garrown,490,1639,4190
2AE19629210913A3E055000000000001,Kinneigh,235,255,3454
2AE19629219F13A3E055000000000001,Manch,363,1812,156
2AE1962921D513A3E055000000000001,Milane,759,2476,264
2AE1962921E313A3E055000000000001,Teerelton,409,1315,1032
2AE19629204113A3E055000000000001,Aghern,256,887,1072
2AE196291F4513A3E055000000000001,Ballyhooly,854,2265,268
2AE196291F6713A3E055000000000001,Ballynoe,562,1268,75
2AE196291F4713A3E055000000000001,Carrig,2,1436,3773
